Frequency (MHz),Channel 1 Voltages (V),Channel 2 Voltages (V),RF Input Power (dBm),RF Output Power (dBm),Gain,Channel 1 DC Power (W),Channel 2 DC Power (W),Total DC Drain Power (W),Total DC Gate Power (W),DE (%),PAE (%)
6000,12,3,-29.2441936,3.50725849933132,32.7514520993313,11.563890981693,0,11.563890981693,0,0.0193919669010363,0.0193816754490725
6000,12,3,-28.2441936,4.55339344806179,32.7975870480618,11.55605600541,0,11.55605600541,0,0.0246904898842737,0.0246775249296219
6000,12,3,-27.2441936,5.48104389972195,32.7252374997219,11.55605600541,0,11.55605600541,0,0.0305699516631227,0.0305536297522489
6000,12,3,-26.2441936,6.56156452960476,32.8057581296048,11.55605600541,0,11.55605600541,0,0.0392054835784656,0.0391849355100974
6000,12,3,-25.2441936,7.58501347369656,32.8292070736966,11.55605600541,0,11.55605600541,0,0.0496239932887852,0.0495981248033532
6000,12,3,-24.2441936,8.62895115680202,32.873144756802,11.563890981693,0,11.563890981693,0,0.063065395980652,0.0630328515520161
6000,12,3,-23.2441936,9.60714253253445,32.8513361325344,11.563890981693,0,11.563890981693,0,0.0789969392016903,0.0789559681934682
6000,12,3,-22.2441936,10.5151968843411,32.7593904843411,11.563890981693,0,11.563890981693,0,0.097367876758637,0.0973162973152394
6000,12,3,-21.2441936,11.6052809602688,32.8494745602688,11.571727158003,0,11.571727158003,0,0.125063307718033,0.124998417018666
6000,12,3,-20.2441936,12.5677920228909,32.8119856228909,11.579563334313,0,11.579563334313,0,0.155986502261064,0.155904864994007
6000,12,3,-19.2441936,13.5738383180569,32.8180319180569,11.587399510623,0,11.587399510623,0,0.196515970721509,0.196413264994962
6000,12,3,-18.2441936,14.5041056520413,32.7482992520413,11.595235686933,0,11.595235686933,0,0.243293768012911,0.243164556545281
6000,12,3,-17.2441936,15.5950785524319,32.8392721524319,11.603071863243,0,11.603071863243,0,0.312561061543001,0.312398503801054
6000,12,3,-16.2441936,16.5449419862698,32.7891355862698,11.618744215863,0,11.618744215863,0,0.38844989439429,0.388245522368833
6000,12,3,-15.2441936,17.5196314699124,32.7638250699124,11.634416568483,0,11.634416568483,0,0.485532759255894,0.485275816705602
6000,12,3,-14.2441936,18.4969340211819,32.7411276211819,11.650088921103,0,11.650088921103,0,0.607245299743673,0.60692226338974
6000,12,3,-13.2441936,19.5513220674466,32.7955156674466,11.673596250006,0,11.673596250006,0,0.772551674653735,0.772145814914933
6000,12,3,-12.2441936,20.5247050172757,32.7688986172757,11.704940955246,0,11.704940955246,0,0.964053808067569,0.963544229196025
6000,12,3,-11.2441936,21.512459839053,32.756653439053,11.744121836796,0,11.744121836796,0,1.20621697457391,1.20557759303598
6000,12,3,-10.2441936,22.4322729951809,32.6764665951809,11.783302718346,0,11.783302718346,0,1.48579969366835,1.48499743650249
6000,12,3,-9.2441936,23.4566126710843,32.7008062710843,11.838155952516,0,11.838155952516,0,1.87230764305329,1.87130234096883
6000,12,3,-8.2441936,24.4077826387356,32.6519762387356,11.908680339279,0,11.908680339279,0,2.31693913963689,2.31568103430703
6000,12,3,-7.2441936,25.3772459871243,32.6214395871243,12.00271805508,0,12.00271805508,0,2.87372359696993,2.87215214527617
6000,12,3,-6.2441936,26.2461043245266,32.4902979245266,12.12026069973,0,12.12026069973,0,3.47614970062704,3.47419054616041
